GNIS_NAME,LENGTHKM,PERMANENT_IDENTIFIER,REACHCODE,COMID,closest_node_m,snap_m,snap_xy,closest,name_check,name_check_txt,input_id
Sevier River,0.247684913,3507035,1.603E+13,3507035,222.641577,223.3123395,POINT (-112.2194255706826 38.44883422522224),3,0,FW08UT037,
Sevier River,3.066016192,3507911,1.603E+13,3507911,359.6305236,359.6305236,POINT (-112.220001602741 38.45007767324375),4,0,FW08UT037,
Pine Creek,4.422575462,3507917,1.603E+13,3507917,359.6305236,359.6305236,POINT (-112.220001602741 38.45007767324375),5,0.153846154,FW08UT037,
Paria River,0.612554556,18266967,1.407E+13,18266967,5.179261915,0.003430367,POINT (-111.9504976359028 37.24595270797894),1,0.142857143,nan,FW08UT049
Paria River,0.302135725,18266971,1.407E+13,18266971,5.179261915,5.179261915,POINT (-111.9504826696545 37.245908008858),2,0.142857143,nan,FW08UT049
,0.07467814,18266969,1.407E+13,18266969,5.179261915,5.179261915,POINT (-111.9504826696545 37.245908008858),3,0,"no name match, water name and or gnis name not provided",FW08UT049
,6.284570602,18267003,1.407E+13,18267003,78.17176646,77.41086395,POINT (-111.9509372088362 37.24535407877137),4,0,"no name match, water name and or gnis name not provided",FW08UT049
Price River,2.067971362,3910709,1.406E+13,3910709,53.07149221,0.001049051,POINT (-110.1731067926115 39.21068431746999),1,0,nan,FW08UT058
,4.904500832,3910681,1.406E+13,3910681,53.07149221,53.07149221,POINT (-110.1733884718416 39.21110620481375),2,0,"no name match, water name and or gnis name not provided",FW08UT058
Price River,0.609013706,3910683,1.406E+13,3910683,53.07149221,53.07149221,POINT (-110.1733884718416 39.21110620481375),3,0,nan,FW08UT058
,7.415720607,3910777,1.406E+13,3910777,646.5736182,573.9735026,POINT (-110.1788914726126 39.21327840476617),4,0,"no name match, water name and or gnis name not provided",FW08UT058
Sevier River,2.021978557,3504569,1.603E+13,3504569,556.8450443,0.001202948,POINT (-112.2651084112408 38.51677589366338),1,0,nan,FW08UT061
Sevier River,1.720003848,3504535,1.603E+13,3504535,556.8450443,556.8450443,POINT (-112.2645274703098 38.52172367305835),2,0,nan,FW08UT061
,4.57163488,3504563,1.603E+13,3504563,556.8450443,556.8450443,POINT (-112.2645274703098 38.52172367305835),3,0,"no name match, water name and or gnis name not provided",FW08UT061
Sevier River,0.952268133,3504607,1.603E+13,3504607,1172.560659,1172.560659,POINT (-112.2584900029956 38.50764227398763),4,0,nan,FW08UT061
Loco Creek,2.087552025,1392379,1.406E+13,1392379,954.1694749,0.00176719,POINT (-109.5943076832421 40.72060851041618),1,0,FW08UT076,
Anderson Creek,3.308978307,1392369,1.406E+13,1392369,769.2183815,713.8035918,POINT (-109.6023278067211 40.72276106975664),2,0.235294118,FW08UT076,
Big Brush Creek,3.96197054,1393641,1.406E+13,1393641,769.2183815,769.2183815,POINT (-109.603471607415 40.72017606971777),3,0,FW08UT076,
Big Brush Creek,0.866097348,1392381,1.406E+13,1392381,769.2183815,838.4114422,POINT (-109.6009780731434 40.71502786979411),4,0,FW08UT076,
Mill Creek,5.00605277,20705331,1.501E+13,20705331,2091.673123,0.001338,POINT (-112.342614385791 37.36428866433769),1,0,nan,FW08UT097
Birch Creek,1.384478582,20705317,1.501E+13,20705317,1104.233349,890.2060884,POINT (-112.3525528699523 37.36589120933959),2,0,nan,FW08UT097
Birch Creek,2.069627128,20705325,1.501E+13,20705325,1104.233349,1104.233349,POINT (-112.3540742022148 37.36021420903677),3,0,nan,FW08UT097
,4.302669765,20705319,1.501E+13,20705319,1104.233349,1104.233349,POINT (-112.3540742022148 37.36021420903677),4,0,"no name match, water name and or gnis name not provided",FW08UT097
Weber River,2.793643986,10276016,1.60201E+13,10276016,689.687114,0.001701742,POINT (-111.7657641804461 41.12035675439976),1,0,nan,FW08UT064
,0.219276504,10276030,1.60201E+13,10276030,689.687114,679.3734706,POINT (-111.7657170140637 41.11428900272533),2,0,"no name match, water name and or gnis name not provided",FW08UT064
,7.869458527,10275924,1.60201E+13,10275924,7246.829988,686.7444042,POINT (-111.7644738697479 41.11429867005752),3,0,"no name match, water name and or gnis name not provided",FW08UT064
Weber River,0.189112312,10274682,1.60201E+13,10274682,689.687114,689.687114,POINT (-111.7671058036396 41.11427820278038),4,0,nan,FW08UT064
,2.521455324,7888118,1.60101E+13,7888118,1969.937873,0.002228448,POINT (-110.901710577443 40.86653856939739),1,0,"no name match, water name and or gnis name not provided",FW08UT112
,0.138094336,7888434,1.60101E+13,7888434,nan,437.0478932,POINT (-110.9014712710608 40.87043720394673),2,0,"no name match, water name and or gnis name not provided",FW08UT112
,3.737065985,7888084,1.60101E+13,7888084,3809.225805,550.1637436,POINT (-110.9020746053957 40.87144386973535),3,0,"no name match, water name and or gnis name not provided",FW08UT112
,4.098536201,7888120,1.60101E+13,7888120,2121.127371,1216.59942,POINT (-110.8901019083198 40.85998784531439),4,0,"no name match, water name and or gnis name not provided",FW08UT112
Mill Creek,5.60647974,3379335,1.403E+13,3379335,250.2471516,0.000159197,POINT (-109.3975268999033 38.47985267141831),1,0,nan,FW08RUT9089
,4.438417239,3379375,1.403E+13,3379375,2799.117406,223.6176949,POINT (-109.3986040066039 38.47803867425576),2,0,"no name match, water name and or gnis name not provided",FW08RUT9089
,0.062873265,3380917,1.403E+13,3380917,250.2471516,249.8889571,POINT (-109.4004108542304 38.48001597595635),3,0,"no name match, water name and or gnis name not provided",FW08RUT9089
Mill Creek,0.03555589,3380919,1.403E+13,3380919,250.2471516,250.2471516,POINT (-109.4004068735671 38.48008627376358),4,0,nan,FW08RUT9089
Fish Creek,3.789792518,1399814,1.40802E+13,1399814,1328.390554,0.000950604,POINT (-109.6884289991527 37.38800048154346),1,0,nan,FW08RUT9100
,7.730223071,1400384,1.40802E+13,1400384,1328.390554,1327.223729,POINT (-109.7031700072898 37.39068000920381),2,0,"no name match, water name and or gnis name not provided",FW08RUT9100
Fish Creek,6.130619394,1399810,1.40802E+13,1399810,1328.390554,1328.390554,POINT (-109.7031700072852 37.39072567535352),3,0,nan,FW08RUT9100
,4.388193722,1399828,1.40802E+13,1399828,2849.589272,1450.773909,POINT (-109.6860302727111 37.37519160871209),4,0,"no name match, water name and or gnis name not provided",FW08RUT9100
Short Creek,4.718983205,20654094,1.501E+13,20654094,62.18845618,0.001477075,POINT (-112.9449956902458 37.02631314928021),1,0,nan,FW08RUT9106
,0.561451338,20654096,1.501E+13,20654096,62.18845618,59.63679174,POINT (-112.9451153578639 37.02578931475588),2,0,"no name match, water name and or gnis name not provided",FW08RUT9106
Short Creek,0.693682594,20654098,1.501E+13,20654098,62.18845618,62.18845618,POINT (-112.9453872015736 37.02585140988413),3,0,nan,FW08RUT9106
,2.816706639,20654132,1.501E+13,20654132,3065.11023,502.6030772,POINT (-112.9420158684294 37.02248867589769),4,0,"no name match, water name and or gnis name not provided",FW08RUT9106
Ashley Creek,4.576940382,1393007,1.406E+13,1393007,860.4978704,0.002191988,POINT (-109.6074682739018 40.53674),1,0.133333333,FW08RUT9122,
Spring Creek,4.052597823,1393005,1.406E+13,1393005,860.4978704,696.6078405,POINT (-109.6021022737511 40.53199806967833),2,0.133333333,FW08RUT9122,
Ashley Creek,0.559071139,1393019,1.406E+13,1393019,860.4978704,860.4978704,POINT (-109.6028826071114 40.52987040427426),3,0.133333333,FW08RUT9122,
Dry Fork,2.703168517,1393703,1.406E+13,1393703,1332.057096,1034.365304,POINT (-109.6104990734083 40.52778966973241),4,0,FW08RUT9122,
East Fork Boulder Creek,8.139381236,3276941,1.407E+13,3276941,,0.002133588,POINT (-111.4551865244536 38.05296536165852),1,0.076923077,FW08RUT99260,
Pine Creek,8.80816041,3277521,1.407E+13,3277521,1072.398465,0.001651292,POINT (-111.6554867135725 37.97772279970203),1,0.153846154,FW08RUT94520,
Pine Creek,1.494441124,3277367,1.407E+13,3277367,1072.398465,1072.398465,POINT (-111.6573828708022 37.98717687418183),2,0.153846154,FW08RUT94520,
West Branch Pine Creek,2.501306092,3277369,1.407E+13,3277369,1072.398465,1072.398465,POINT (-111.6573828708022 37.98717687418183),3,0.16,FW08RUT94520,
Pine Creek,7.947749054,3278555,1.407E+13,3278555,407.7323036,0.00059045,POINT (-111.6365898 37.86413427526811),1,0.153846154,nan,FW08RUT94590
,1.23728917,3277661,1.407E+13,3277661,407.7323036,220.2952744,POINT (-111.6388708710451 37.8632870073412),2,0,"no name match, water name and or gnis name not provided",FW08RUT94590
Pine Creek,13.02465818,3277827,1.407E+13,3277827,407.7323036,407.7323036,POINT (-111.6348856706345 37.86074627417302),3,0.153846154,nan,FW08RUT94590
,4.968651455,3277649,1.407E+13,3277649,806.0023832,740.2618878,POINT (-111.6445028042371 37.86653700772797),4,0,"no name match, water name and or gnis name not provided",FW08RUT94590
East Toxaway Creek,1.240518308,6268432,3.0601E+12,6268432,803.7501553,9.395989993,POINT (-83.23706401212074 34.74266825065469),1,0.095238095,nan,FW08SC001
East Toxaway Creek,4.117195652,6268506,3.0601E+12,6268506,3645.052883,364.3636283,POINT (-83.23837751423436 34.73957147926324),2,0.095238095,nan,FW08SC001
,1.800930194,6268436,3.0601E+12,6268436,1347.727122,1347.727122,POINT (-83.22396798114984 34.74842267905606),3,0,"no name match, water name and or gnis name not provided",FW08SC001
Rocky Fork,2.054905551,6268456,3.0601E+12,6268456,1449.501933,1409.66546,POINT (-83.22658211373917 34.73326468000372),4,0,nan,FW08SC001
Newman Branch,6.565403483,9095316,3.04021E+12,9095316,58.9843285,0.000409007,POINT (-80.06803110315789 33.8236246074206),1,0.375,nan,FW08SC006
,2.102264375,9093400,3.04021E+12,9093400,58.9843285,44.8923906,POINT (-80.06812750457708 33.82323072840418),2,0,"no name match, water name and or gnis name not provided",FW08SC006
Newman Branch,2.273090389,9093448,3.04021E+12,9093448,58.9843285,58.9843285,POINT (-80.06776858610966 33.82314288123532),3,0.375,nan,FW08SC006
Cane Creek,4.079469019,11750627,3.0601E+12,11750627,906.1244433,0.000280908,POINT (-83.01151149185404 34.76919748798955),1,0.307692308,nan,FW08SC011
Cane Creek,0.670717681,11750633,3.0601E+12,11750633,906.1244433,906.1244433,POINT (-83.01473131473348 34.76153001299014),2,0.307692308,nan,FW08SC011
,3.50357616,11750629,3.0601E+12,11750629,906.1244433,906.1244433,POINT (-83.01473131473348 34.76153001299014),3,0,"no name match, water name and or gnis name not provided",FW08SC011
Cane Creek,0.01702333,11750863,3.0601E+12,11750863,nan,1449.529145,POINT (-83.01681811515243 34.75697567916894),4,0.307692308,nan,FW08SC011
,0.2863821,3378761,1.403E+13,3378761,66.43339745,0.000881623,POINT (-109.5048423037563 38.544686342686),1,0,"no name match, water name and or gnis name not provided",FW08UT070
Pack Creek,0.228134586,3378763,1.403E+13,3378763,66.43339745,56.25585902,POINT (-109.504886415881 38.54418560602613),2,0.153846154,nan,FW08UT070
Pack Creek,4.170101119,3379031,1.403E+13,3379031,66.43339745,66.43339745,POINT (-109.5043342737243 38.54424120717294),3,0.153846154,nan,FW08UT070
Pack Creek,5.851739427,3378757,1.403E+13,3378757,150.8801186,150.8801186,POINT (-109.5065184073093 38.5450672743392),4,0.153846154,nan,FW08UT070
,0.309215097,10537804,3.04021E+12,10537804,140.5511612,0.000517492,POINT (-80.07378960535478 33.76763343261398),1,0,"no name match, water name and or gnis name not provided",FW08SC022
,0.331072359,10537818,3.04021E+12,10537818,140.5511612,101.4966171,POINT (-80.07489311186399 33.76764667393478),2,0,"no name match, water name and or gnis name not provided",FW08SC022
,0.129439919,10537770,3.04021E+12,10537770,140.5511612,140.5511612,POINT (-80.07488271906873 33.7685126151462),3,0,"no name match, water name and or gnis name not provided",FW08SC022
Black River,0.365263675,9093866,3.04021E+12,9093866,nan,143.0076631,POINT (-80.07308546376136 33.76877467767447),4,0.142857143,nan,FW08SC022
Waxhaw Creek,0.981689607,9734096,3.0501E+12,9734096,225.7673888,0.000362399,POINT (-80.81526795928222 34.82652981318689),1,0.133333333,nan,FW08SC024
Waxhaw Creek,0.682308413,9734078,3.0501E+12,9734078,225.7673888,225.7673888,POINT (-80.81301851806933 34.8273930796916),2,0.133333333,nan,FW08SC024
,1.478625484,9734146,3.0501E+12,9734146,225.7673888,225.7673888,POINT (-80.81301851806933 34.8273930796916),3,0,"no name match, water name and or gnis name not provided",FW08SC024
Waxhaw Creek,0.148490952,9734092,3.0501E+12,9734092,508.7722714,508.7722714,POINT (-80.82085251858197 34.82611387876086),4,0.133333333,nan,FW08SC024
Attoyac River,4.179729882,1157301,1.202E+13,1157301,584.8818177,10.27260452,POINT (-94.58712136850303 31.95664933571133),1,0.125,nan,FW08TX006
Moore Branch,4.741644313,1157305,1.202E+13,1157305,584.8818177,508.8879425,POINT (-94.59197529662339 31.95454268333441),2,0.266666667,nan,FW08TX006
Attoyac River,2.425361052,1157297,1.202E+13,1157297,584.8818177,584.8818177,POINT (-94.59321123075709 31.95550508421369),3,0.125,nan,FW08TX006
,1.595624353,5280742,1.201E+13,5280742,1474.009095,1474.009095,POINT (-94.5747198299628 31.96464121686759),4,0,"no name match, water name and or gnis name not provided",FW08TX006
South Fork Taylor Bayou,13.10396328,1479409,1.20402E+13,1479409,,11.03855402,POINT (-94.36484833666255 29.88788819925174),1,0.076923077,FW08TX009,
Brady Creek,5.255961003,5753572,1.20901E+13,5753572,897.2469895,0.002416066,POINT (-99.32020982387215 31.13181737180044),1,0.142857143,nan,FW08TX067
Brady Creek,1.181768207,5753504,1.20901E+13,5753504,897.2469895,897.2469895,POINT (-99.32750762270784 31.13693308462193),2,0.142857143,nan,FW08TX067
,2.778105151,5753502,1.20901E+13,5753502,897.2469895,897.2469895,POINT (-99.32750762270784 31.13693308462193),3,0,"no name match, water name and or gnis name not provided",FW08TX067
South Fork San Gabriel River,8.520087917,5670977,1.20702E+13,5670977,1178.862826,0.000155176,POINT (-97.92735569026588 30.6544965086225),1,0.129032258,FW08TX104,
Little Creek,0.784110019,5670887,1.20702E+13,5670887,1178.862826,1178.862826,POINT (-97.93782709162542 30.66009641875043),2,0,FW08TX104,
South Fork San Gabriel River,3.537062567,5670885,1.20702E+13,5670885,1178.862826,1178.862826,POINT (-97.93782709162542 30.66009641875043),3,0.129032258,FW08TX104,
Little Creek,5.367465059,5670937,1.20702E+13,5670937,1520.721003,1479.141381,POINT (-97.94230569177708 30.65791721905057),4,0,FW08TX104,
East Carancahua Creek,4.716737627,9355546,1.21004E+13,9355546,786.3398137,0.000283055,POINT (-96.28716757133493 28.8783963477301),1,0.166666667,nan,FW08TX118
East Carancahua Creek,3.054805018,9355476,1.21004E+13,9355476,786.3398137,762.848232,POINT (-96.28579042739932 28.88518082211707),2,0.166666667,nan,FW08TX118
,0.987298112,9355474,1.21004E+13,9355474,786.3398137,786.3398137,POINT (-96.28477529365583 28.88518008822885),3,0,"no name match, water name and or gnis name not provided",FW08TX118
,6.885021684,9355622,1.21004E+13,9355622,5081.664691,1420.041688,POINT (-96.29923209403283 28.87124002208202),4,0,"no name match, water name and or gnis name not provided",FW08TX118
Bluff Creek,8.323910962,5656286,1.20901E+13,5656286,2316.116832,0.00031184,POINT (-99.94792256671285 31.95128098964477),1,0,FW08TX119,
Long Creek,8.733211926,1293160,1.20301E+13,1293160,2643.780951,0.000465501,POINT (-96.55448832471136 32.77924101860614),1,0.153846154,FW08TX124,
Spring Creek,3.373830628,1276500,1.20301E+13,1276500,1396.575696,0.000619781,POINT (-97.17612333516276 33.48298304615106),1,0.133333333,FW08TX156,
Indian Creek,5.378309727,1276502,1.20301E+13,1276502,1468.85628,1195.578371,POINT (-97.18748122678225 33.47783701504139),2,0.4,FW08TX156,
Indian Creek,1.425462335,1276508,1.20301E+13,1276508,1396.575696,1249.486882,POINT (-97.1761642262336 33.47179501514965),3,0.4,FW08TX156,
Spring Creek,10.41322281,1276610,1.20301E+13,1276610,1396.575696,1396.575696,POINT (-97.16919582744808 33.4718658150851),4,0.133333333,FW08TX156,
,3.581981666,1077709,1.202E+13,1077709,890.3025906,0.000366557,POINT (-95.1121831163354 31.51609563106898),1,0,"no name match, water name and or gnis name not provided",FW08TX165
,6.753651716,1077693,1.202E+13,1077693,495.733314,495.733314,POINT (-95.11694809571104 31.51794808415625),2,0,"no name match, water name and or gnis name not provided",FW08TX165
,0.925787155,1077865,1.202E+13,1077865,495.733314,502.7101786,POINT (-95.11613300797882 31.51911632546452),3,0,"no name match, water name and or gnis name not provided",FW08TX165
,1.225790109,1077707,1.202E+13,1077707,949.503885,828.3794541,POINT (-95.10697589623508 31.5101132852842),4,0,"no name match, water name and or gnis name not provided",FW08TX165
Wichita River,4.535662202,13733820,1.11302E+13,13733820,1766.525246,892.164555,POINT (-98.46564248945172 33.93495241999172),1,0.125,FW08TX168,
Village Creek,2.236572739,1270480,1.20301E+13,1270480,nan,0.000479882,POINT (-97.35226927507783 32.49662390877492),1,0.125,FW08TX172,
Village Creek,0.708795217,1270478,1.20301E+13,1270478,710.4769554,269.031885,POINT (-97.35482369234565 32.49551168317986),2,0.125,FW08TX172,
Willow Creek,6.959672441,1270498,1.20301E+13,1270498,710.4769554,710.4769554,POINT (-97.35968909338006 32.49523788335003),3,0,FW08TX172,
Village Creek,1.075051582,1270488,1.20301E+13,1270488,710.4769554,710.4769554,POINT (-97.35968909338006 32.49523788335003),4,0.125,FW08TX172,
Live Oak Creek,2.421757871,332914,1.307E+13,332914,850.3773859,0.0045733,POINT (-101.6737946446982 30.7440382447516),1,0.117647059,nan,FW08RTX9001
Live Oak Creek,6.038789349,332638,1.307E+13,332638,850.3773859,850.3773859,POINT (-101.676780018982 30.75124601879789),2,0.117647059,nan,FW08RTX9001
